<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2af9aae63a20> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2af9aae63a50> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2af9aae63f90> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2af9aae63a20> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2af9aae63a50> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
8.6%	860000	-32055.470694560034	297.9942245262298	30.804810012541317	0.9672349448162305
8.7%	870000	-32457.489074348414	298.12436836465446	30.337786659762056	0.9821246700265561
8.8%	880000	-32208.58957165078	294.29385102601805	30.669237622201813	0.9715105761541841
8.9%	890000	-32316.319618736336	300.0478886135594	30.32083481598326	0.9826737586014134
9.0%	900000	-32158.186792220862	298.12899087153454	30.433288195381756	0.9790427022301297
9.1%	910000	-31811.087891692237	299.46824259474835	30.74557617757723	0.969098401033861
9.2%	920000	-32055.98820567032	300.0096367719532	30.558382826892817	0.9750348662538985
9.3%	930000	-32340.8924194235	306.69990627996367	29.923894766441766	0.9957089123962932
9.4%	940000	-32675.09689217893	301.0919747422375	29.793446064207185	1.000068560325089
9.5%	950000	-32595.639563594887	296.64460402900175	29.996155382620103	0.9933102536806597
9.6%	960000	-32286.578105644265	300.21681511678565	30.632039510654703	0.9726903330152451
9.7%	970000	-32666.065892221464	303.9229610590598	30.309088381345173	0.9830545985966894
9.8%	980000	-32577.145182067004	299.1211063187236	30.138512949239264	0.9886184087031058
9.9%	990000	-31951.994918122597	299.39773531049167	30.342091902666574	0.9819853162443399
10.0%	1000000	-31959.8385129589	306.5189654104223	29.732705309569113	1.002111594028598
10.1%	1010000	-32590.356119379867	294.24158610412076	30.531930464305336	0.9758796204317497
10.2%	1020000	-32356.01731686549	298.1421084859955	30.668457496579098	0.9715352888510416
10.3%	1030000	-32188.37749856891	298.64484686147404	30.338894842894824	0.9820887961425787
10.4%	1040000	-32715.25567071367	286.05468228201545	30.131664715392784	0.988843098912282
10.5%	1050000	-32149.361239295395	311.9755366522857	30.232572900019786	0.985542607011637
10.6%	1060000	-32145.455870584527	302.50969128265484	30.358537133024665	0.9814533744494129
10.7%	1070000	-32719.012614721374	296.00851062101304	30.549430633662503	0.975320590090577
10.8%	1080000	-32380.083581901563	294.85349562103227	30.6267242723043	0.9728591424809632
10.9%	1090000	-32126.862532996747	303.12696906278217	30.221683052856825	0.9858977298002707
11.0%	1100000	-32317.492988773884	306.9588827093148	30.277054058499413	0.9840947093130628
11.1%	1110000	-32094.28357863886	295.13615491598256	30.40969454776896	0.9798023017216015
11.2%	1120000	-32474.739535647386	299.1940750277412	30.2079820990959	0.9863448877456338
11.3%	1130000	-32297.314996712783	302.09313771155746	30.5095345002293	0.9765959789498241
11.4%	1140000	-32030.680972871778	303.9592277892648	29.831068355789984	0.998807295708931
11.5%	1150000	-32253.316844077257	294.56786087246894	30.184204013901116	0.9871218965665871
11.6%	1160000	-31969.89174126537	318.9237468392264	29.770641699644194	1.000834614623405
11.7%	1170000	-32517.844619891548	293.8538018743227	30.013743279779707	0.9927281790481668
11.8%	1180000	-32050.3139516394	303.4901151128571	29.71216553314779	1.0028043455571798
11.9%	1190000	-32148.828132021998	310.2709728151361	30.1583128484115	0.9879693490255791
12.0%	1200000	-32209.90525592171	306.8938276221102	29.879431617136422	0.9971906124033024
12.1%	1210000	-32540.130919950258	289.05871242020294	30.807808211703634	0.9671408140367416
12.2%	1220000	-32273.036378876946	300.76783091105267	30.507321918380487	0.9766668078001055
12.3%	1230000	-32170.369395052257	296.1181046381694	30.254626065325773	0.9848242264908664
12.4%	1240000	-32305.418885734107	295.9852275195531	30.19047789270603	0.9869167629093213
12.5%	1250000	-32093.111170080898	305.3319164459023	30.34444142769165	0.9819092825799777
12.6%	1260000	-31999.74045080127	297.2993659966468	30.280157563716315	0.9839938464606204
12.7%	1270000	-32066.820241074485	305.55002678788975	29.686495548345867	1.0036714729103506
12.8%	1280000	-32172.6705072177	300.5686202497222	30.33152790492628	0.9823273264026915
12.9%	1290000	-32113.86850362731	307.90147868707635	30.21717619493963	0.9860447753402126
13.0%	1300000	-32142.13361493667	302.8077194791158	30.84599047652209	0.9659436527166538
13.1%	1310000	-31908.77753369455	304.2510866574334	30.2461574763385	0.9850999663631258
13.2%	1320000	-32188.605711816228	304.5317300812186	30.096350722371664	0.9900033724157408
13.3%	1330000	-32108.483860719076	312.82763713390244	30.392108991781292	0.980369237311311
13.4%	1340000	-31852.34607570822	319.3333399746391	30.02267992240228	0.9924326805456866
13.5%	1350000	-32013.72360170883	303.6384812186206	30.26354002598995	0.9845341518859615
13.6%	1360000	-32600.509043620783	298.4180532281514	30.57402604475272	0.9745359891085892
13.7%	1370000	-32339.840299381816	303.1001774488987	30.43395222585014	0.9790213407526815
13.8%	1380000	-32667.38880556909	291.09842380918167	30.01967722305194	0.9925319480009291
13.9%	1390000	-31779.157609808666	311.89564220101136	30.555805471388172	0.9751171095932898
14.0%	1400000	-32074.077238146623	306.5804567334884	30.655326299391227	0.9719514456170237
14.1%	1410000	-32470.715166019043	302.59992895720563	30.360704118024827	0.9813833235463599
14.2%	1420000	-31958.569706696027	305.5802523151751	30.188557605775618	0.9869795404486117
14.3%	1430000	-32194.44025270635	302.76453730314586	30.381881218760633	0.980699269344662
14.4%	1440000	-32012.477748603502	307.28041403375136	30.505989896297415	0.9767094532530222
14.5%	1450000	-32164.08810546802	300.63989774901165	30.283707166654498	0.9838785109295599
14.6%	1460000	-32499.622944383358	294.23021127502255	30.124142797974173	0.9890900103739579
14.7%	1470000	-32492.570963292324	297.9807477508128	29.92623255893765	0.9956311291063686
14.8%	1480000	-32505.380679573806	296.9960833853274	30.33879048297921	0.9820921743492328
14.9%	1490000	-32049.350027433073	300.9905392064753	30.55367555928138	0.975185085497964
15.0%	1500000	-32114.433337436465	300.2050262193995	30.370358153497683	0.9810713644522295
15.1%	1510000	-31961.801824872324	299.369015055409	30.73456218373035	0.9694456857539817
15.2%	1520000	-32456.184934304038	289.1559586760129	29.89984322025341	0.9965098643852467
15.3%	1530000	-32458.822983477206	299.84891006397555	30.015261877066372	0.9926779527890965
15.4%	1540000	-32551.41432119714	299.084468289437	30.049521542877486	0.9915461938400536
15.5%	1550000	-32033.006812726322	300.0894314465354	30.53972461628958	0.9756305627151023
