<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2b163d4c3a80> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2b163d4c3e40> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2b163d4c3ba0> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2b163d4c3a80> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2b163d4c3e40> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
13.8%	1380000	-31281.009414908185	320.86905407367686	30.337177582985664	0.9821443880549191
13.9%	1390000	-31317.562425812648	314.4529725259038	30.732524881751992	0.969509951661879
14.0%	1400000	-31295.937415095686	313.4285537271611	30.749135957686317	0.9689862100046075
14.1%	1410000	-31933.995651621663	302.40426294702223	30.3823703853014	0.980683479751453
14.2%	1420000	-32012.498124320933	296.4879535362203	30.46785828268029	0.9779318400431304
14.3%	1430000	-31358.533803327125	310.06447622390607	30.320826680297948	0.9826740222724717
14.4%	1440000	-31536.03984969732	312.3440059870281	30.796941856702094	0.9674820588093783
14.5%	1450000	-31505.31126046012	313.23479118307796	30.67120970246319	0.9714481105113374
14.6%	1460000	-31436.95769495325	315.44259596958614	30.30957745702408	0.9830387360167543
14.7%	1470000	-31375.8697182319	309.71492868026667	31.120996371119865	0.957407929914639
14.8%	1480000	-31461.147236683348	314.2859519849651	30.363617799527002	0.9812891503666276
14.9%	1490000	-31547.02030067466	307.78587599039264	30.158547792984166	0.9879616524336174
15.0%	1500000	-31657.816780770372	310.22549469251595	30.927386692217258	0.9634014347566188
15.1%	1510000	-32197.423880077607	298.2289323918391	30.207318642618358	0.9863665512673986
15.2%	1520000	-31921.578326107876	303.37375419809945	30.157349435752337	0.9880009108901169
15.3%	1530000	-31386.008256239293	303.754126137372	31.177523387653725	0.9556720828041736
